Marca temporal,Nombre de usuario,🥦🥕 Bolsón de verduras verdes agroecológicas (5 kg aprox) con variedades de estación - Productores de Escobar - $630,"🥔🧅 Bolsón de Pesadas agroecológicas (5kg aprox.) Variedades: Papá, cebolla, batata, anco, cabutia - $355",🥦🥔 COMBO Bolsón de verduras verdes agroecológicas (5 kg aprox) + Bolsón de Pesadas agroecológicas (5kg aprox.) - $900,☀️🍊 COMBO Cítrico de Verano - 2kg Naranja - 1kg Limón - 1kg Pomelo o mandarina - $435,🌽 Choclo agroecológico - Escobar - $60 por unidad,🥑Palta agroecológica de Finca Ecotipa - Tucumán (500 gr.) - $240,🍅 Tomate perita agroecológico de Mendoza (1 kg.) - $205,🥒 Morrón verde agroecológico de Luján (500 gr.) - $100,Uva Red Glove - Aprosur - Mendoza (500gr) -  $ 115,🍆 Berenjena agroecológica de Escobar (1 kg.) - $150,🧄 Ajo agroecológico de UST - Mendoza (100 gr.) - $40,🍊 Ciruela agroecológico de Mendoza( 500 gr.) - $200,🍎 Manzana roja agroecológica Coop Río Colorado - Río Negro ( 1kg.) - $190,🍋 Limón agroecológico de Finca Ecotipa - Tucumán (1 kg) - $100,🍐 Pera agroecológica de Coop. Río Colorado - Río Negro (1 kg) - $185,🥚 Huevos de campo de Tres Arroyos (docena.) - $270,🥜 Maní con cascara de Salta (500 gm) - $210,"Yerba mate ""Las Tunas"" 1Kg - $640","Yerba Mate ""Grapia Milenaria"" 1Kg - $680",Azúcar Mascabo Agroecológica 1Kg - $265,"Mermelada de naranja ""Dulce Huayna"" 360gr - $490","Mermelada Otoñal ""Dulce Huayna"" 360gr - $490","Harina de Trigo Integral Agroecológica ""Naturaleza Viva"" 1K - $150","Tomate Triturado sin piel Agroecológico ""Manos del Pueblo"" 450cc - $280","Aceite de Girasol puro ""El Cortijo"" 900ml - $370","Aceitunas Verdes orgánicas ""San Nicolas"" 500g - $520","Promoción 1° - viandas cinco almuerzos: Tarta individual de acelga, cebolla caramelizada y queso - Tarta individual de calabaza, ricota y nuez - Musaka/Lasagña de berenjenas - Canelones de acelga con salsa bologñesa - Pastel de papa - $1900","Promoción 2° - viandas vegetariana cinco almuerzos: Tarta de calabaza, zanahoria y cebollas asadas - Tarta de acelga y cebolla caramelizada - Canelones de acelga y ricota con salsa blanca y fileto - Porcion de knishes - Porción buñuelos de acelga - $1800"," Gran picada del Abasto CARNE: Bastoncitos de muzza, bastoncitos de pollo, albóndigas de carne, buñuelos de acelga, Hummus c/ pimentón ahumado, Berenjenas al escabeche, Aceitunas condimentadas, Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1600"," Gran picada del Abasto VEGGIE: Bastoncitos de muzza, falafel, buñuelos de acelga, knishes receta tradicional, hummus c/ pimentón ahumado, berenjenas al escabeche, aceitunas condimentadas. Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1500",3 Empanadas de Osobuco Braseado - $330,3 Empanadas de Bondiola a la cerveza negra - $330,"3 Empanadas de champiñón, queso, puerro y cebolla - $330",3 Empanadas de queso y cebolla - $330,"Tarta de calabaza, zanahoria y cebolla asadas - $380",Tarta de acelga y cebolla caramelizada - $380,Musaka / Lasagña de Berenjenas. Cuenta con distintos cortes de carne vacuna - $440,Pastel de papa - $440,Canelones de acelga y ricota con salsa blanca y fileto - $420,Canelones de acelga con salsa bologñesa -  $420,Buñuelos de acelga - $380,3 knishes de papa y cebolla - $360,Bolsa PAC - $150,🍊 Naranja agroecológica de Finca Don Luis - Entre Ríos ( 1kg.) - $120,🍑 Durazno agroecológico de Approsur - Mendoza ( 1kg.) - $350,Morrón rojo agroecológico de Luján (500 gr.) - $ 120,🟢 Zapallito redondo agroecológico de Productores de Escobar (1 kg.) - $125,"Mermelada de Frutilla ""Crece desde el Pie"" Agroecológica 360gr - $430",🍅 Tomate cherry orgánico de San Nicolas (500 gr.) - $155,🍊 Mandarina agroecológico de Finca Don Luis - Entre Ríos (1 kg) - $100,🍓 Frutillas agroecológicas de Productores de Escobar (600 gr.) - $290,🍌 Banana orgánica de Finca La Lucrecia - Jujuy ( 1kg.) - $230,12 Cookies de chocolate - $450,12 Cookies de maní con chips de chocolate - $450,Cuadraditos de Brownie y nuez - $300,Budín de limón con arándanos (250gr) - $300,Budín de naranja con jengibre (250gr) - $300,Caja de 6 rolls de canela $500,Arroz yamani Hebrasol 1Kg - $210,Coco rallado Hebrasol 1Kg - $580,Fécula de mandioca Hebrasol 1Kg - $158,Poroto colorado Hebrasol 1Kg - $270,🥭 Mango agroecológico de Finca Ecotipa - Tucumán ( 1kg.) - $175,🔵 Arándanos agroecológicos de Finca Ecotipa - Tucumán (250 gr.) - $220,Miel natural Mercado del Abasto 500gr - $450,🎋 Jengibre agroecológico de Batter - Misiones (100 gr.) - $65,"Aceite de Oliva ""La Riojana"" Extra Virgen Orgánico 500cc - $600","Tomate Triturados sin piel Agroecológico ""Manos del Pueblo"" 970g - $265",¿Como retirás?,Barrio,🏠¿Dónde querés retirar el pedido? 
2021/12/07 12:06:57 p. m. GMT-3,138,,,1.0,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/07 12:22:54 p. m. GMT-3,90,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/07 1:18:56 p. m. GMT-3,302,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/07 2:05:23 p. m. GMT-3,303,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 12 a 14hs.)
2021/12/07 2:56:46 p. m. GMT-3,16,0.0,1.0,,,,,,2.0,,,3.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/07 2:59:09 p. m. GMT-3,16,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/07 2:59:47 p. m. GMT-3,16,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/07 5:32:51 p. m. GMT-3,108,0.0,0.0,1.0,,,,,1.0,,,,,1.0,1.0,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/07 11:08:11 p. m. GMT-3,35,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/08 2:04:49 a. m. GMT-3,304,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 12 a 14hs.)
2021/12/08 9:11:11 a. m. GMT-3,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/08 9:27:43 a. m. GMT-3,279,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,0.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 12 a 14hs.)
2021/12/08 9:58:00 a. m. GMT-3,252,0.0,,1.0,,,,,2.0,,,3.0,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/08 10:11:36 a. m. GMT-3,261,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,1.0,3.0,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/08 11:51:29 a. m. GMT-3,306,,,1.0,,,,,,,,2.0,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,Envío a domicilio (recargo de $350),Chacarita,
2021/12/08 12:16:56 p. m. GMT-3,230,,,1.0,,,,,1.0,,,1.0,,,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,Envío a domicilio (recargo de $350),Palermo,
2021/12/08 1:05:52 p. m. GMT-3,1,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 12 a 14hs.)
2021/12/08 1:56:13 p. m. GMT-3,151,,,1.0,,,,,1.0,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/08 6:47:57 p. m. GMT-3,50,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/08 8:01:19 p. m. GMT-3,307,0.0,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/08 8:57:18 p. m. GMT-3,113,,,,,,,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,2.0,1.0,,1.0,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/09 9:26:26 a. m. GMT-3,308,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 12 a 14hs.)
2021/12/09 9:52:37 a. m. GMT-3,99,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/09 11:59:36 a. m. GMT-3,171,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/09 6:33:56 p. m. GMT-3,53,0.0,0.0,0.0,,,,,0.0,,,0.0,,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,2.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/09 6:34:51 p. m. GMT-3,290,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12.30 a 14.30hs.)
2021/12/09 8:11:55 p. m. GMT-3,309,0.0,0.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/09 10:07:29 p. m. GMT-3,96,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2021/12/10 2:13:31 a. m. GMT-3,232,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $350),Palermo,
2021/12/10 10:31:04 a. m. GMT-3,145,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/04 7:53:37 a. m. GMT-3,0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/04 5:54:41 p. m. GMT-3,261,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/04 6:21:22 p. m. GMT-3,310,0.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/04 7:08:07 p. m. GMT-3,44,0.0,0.0,0.0,,,,0.0,0.0,,0.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/04 7:19:31 p. m. GMT-3,155,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/04 8:08:32 p. m. GMT-3,294,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/05 10:02:01 a. m. GMT-3,178,0.0,0.0,0.0,,,,0.0,0.0,,1.0,2.0,,,2.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/05 11:40:55 a. m. GMT-3,151,,,1.0,,,,2.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/05 1:29:55 p. m. GMT-3,124,0.0,0.0,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,2.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/05 2:34:35 p. m. GMT-3,311,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/05 6:11:07 p. m. GMT-3,217,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/06 10:47:07 a. m. GMT-3,50,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/06 2:53:05 p. m. GMT-3,169,0.0,1.0,0.0,,,,0.0,0.0,,0.0,2.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/06 5:42:06 p. m. GMT-3,93,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/06 6:50:33 p. m. GMT-3,312,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/06 9:54:31 p. m. GMT-3,70,0.0,0.0,1.0,,,,1.0,0.0,,0.0,2.0,,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,2.0,1.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/07 9:06:37 a. m. GMT-3,69,0.0,0.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/07 12:02:24 p. m. GMT-3,248,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/07 1:24:40 p. m. GMT-3,7,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Villa Urquiza (Blanco Encalada 4673 de 11 a 13hs.)
2022/01/07 1:51:24 p. m. GMT-3,313,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/07 2:27:28 p. m. GMT-3,64,1.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/07 5:16:09 p. m. GMT-3,10,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/07 5:22:42 p. m. GMT-3,314,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/07 7:01:27 p. m. GMT-3,315,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,Palermo (Charcas 4599 de 11.30 a 13.30hs.)
2022/01/17 8:05:36 p. m. GMT-3,0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/17 8:50:44 p. m. GMT-3,316,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/17 9:28:34 p. m. GMT-3,314,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/17 9:40:34 p. m. GMT-3,90,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/17 9:50:25 p. m. GMT-3,171,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12 a 14hs.)
2022/01/17 9:52:02 p. m. GMT-3,294,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/17 10:47:15 p. m. GMT-3,317,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12 a 14hs.)
2022/01/17 11:50:27 p. m. GMT-3,14,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12 a 14hs.)
2022/01/18 11:19:47 a. m. GMT-3,283,,,,,,,1.0,,,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12 a 14hs.)
2022/01/18 11:34:02 a. m. GMT-3,138,,,1.0,,,,,1.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/18 11:51:17 a. m. GMT-3,155,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12 a 14hs.)
2022/01/18 11:53:07 a. m. GMT-3,36,,,,,,,1.0,0.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,1.0,,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12 a 14hs.)
2022/01/18 12:23:02 p. m. GMT-3,107,0.0,0.0,0.0,,,,1.0,0.0,,1.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $350),Villa Urquiza,
2022/01/18 12:39:32 p. m. GMT-3,70,1.0,0.0,0.0,,,,1.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 12 a 14hs.)
2022/01/18 2:05:39 p. m. GMT-3,96,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 11 a 13hs.)
2022/01/18 3:53:41 p. m. GMT-3,233,,1.0,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $350),Villa Crespo,
